state,city,datetime,crop_type,growth_stage,air_temperature_c,relative_humidity_%,rainfall_mm,wind_speed_mps,solar_radiation_wm2,soil_moisture_%,soil_temperature_c,soil_ph,irrigation_status,fertilizer_applied,pest_risk_level,crop_health_index,crop_duration_days,region
Rajasthan,Ajmer,2023-09-11 13:00:00,Cotton,Germination,30.3,58.0,2.8,3.4,734.0,31.3,28.3,7.0,OFF,UREA,LOW,67,146,North India
Goa,Margao,2024-05-11 11:00:00,Rice,Germination,30.7,90.8,9.7,4.6,264.0,62.2,29.6,6.2,ON,UREA,MEDIUM,69,180,West India
Himachal Pradesh,Shimla,2023-08-12 18:00:00,Potato,Harvest,23.8,85.5,8.0,6.0,226.0,50.5,21.4,5.6,OFF,ORGANIC,LOW,84,135,North India
Maharashtra,Nagpur,2023-03-03 12:00:00,Onion,Harvest,21.0,57.7,0,2.4,576.7,48.5,18.9,6.1,ON,UREA,HIGH,66,119,West India
Mizoram,Champhai,2024-03-12 00:00:00,Banana,Germination,37.5,68.7,9.5,0.5,263.7,55.0,35.6,6.2,ON,DAP,HIGH,70,146,Northeast India
Gujarat,Rajkot,2023-11-03 06:00:00,Bajra,Maturity,30.9,32.5,1.8,1.8,399.0,42.8,27.2,6.8,OFF,SSP,HIGH,48,176,West India
Punjab,Patiala,2023-06-27 01:00:00,Sugarcane,Vegetative,34.8,72.3,10.3,3.0,308.1,71.2,32.8,5.9,ON,NONE,LOW,70,173,North India
Uttar Pradesh,Kanpur,2024-05-19 03:00:00,Maize,Germination,24.3,55.0,5.0,6.3,540.6,64.6,21.1,6.8,OFF,ORGANIC,LOW,79,177,North India
West Bengal,Siliguri,2024-09-16 05:00:00,Jute,Harvest,30.9,75.4,11.8,3.4,395.5,61.7,27.9,6.4,ON,NONE,MEDIUM,74,138,East India
Arunachal Pradesh,Naharlagun,2023-11-30 22:00:00,Rice,Maturity,35.4,77.5,13.3,1.3,762.9,76.2,32.8,6.3,OFF,ORGANIC,HIGH,51,165,Northeast India
Gujarat,Ahmedabad,2023-07-18 13:00:00,Groundnut,Fruiting,24.0,53.8,1.3,5.2,323.2,62.4,20.1,6.6,OFF,NPK,LOW,74,91,West India
Rajasthan,Udaipur,2023-04-15 23:00:00,Cotton,Vegetative,33.3,70.6,3.2,0.8,464.2,55.6,30.7,7.1,ON,MOP,MEDIUM,52,109,North India
Odisha,Bhubaneswar,2023-03-19 16:00:00,Jute,Harvest,34.0,84.5,10.0,5.4,351.0,77.0,30.5,6.6,OFF,DAP,LOW,87,112,East India
Rajasthan,Bikaner,2023-11-27 06:00:00,Cotton,Maturity,29.6,50.3,5.0,5.0,770.2,41.4,27.1,6.2,ON,NPK,LOW,70,169,North India
Assam,Guwahati,2023-09-18 19:00:00,Tea,Harvest,25.3,79.4,8.2,5.7,469.7,63.7,23.5,5.2,OFF,NONE,HIGH,48,136,Northeast India
Meghalaya,Tura,2024-05-02 11:00:00,Maize,Germination,29.1,75.1,7.4,2.8,792.3,55.1,27.6,6.1,ON,ORGANIC,LOW,69,180,Northeast India
Sikkim,Jorethang,2024-10-26 09:00:00,Cardamom,Seedling,23.1,86.5,8.6,2.2,512.8,74.8,20.0,5.6,ON,ORGANIC,HIGH,47,132,Northeast India
Himachal Pradesh,Mandi,2023-07-28 18:00:00,Ginger,Fruiting,28.5,70.4,9.9,5.6,749.3,66.4,27.4,6.7,ON,SSP,MEDIUM,63,167,North India
Karnataka,Mangaluru,2023-06-29 15:00:00,Maize,Seedling,19.9,48.7,6.3,4.8,284.3,57.2,18.8,6.1,ON,NONE,MEDIUM,68,96,South India
Madhya Pradesh,Indore,2023-03-08 17:00:00,Chickpea,Flowering,15.4,65.1,2.5,5.5,759.0,45.4,11.5,7.9,ON,UREA,LOW,90,161,Central India
Assam,Jorhat,2023-03-24 15:00:00,Tea,Vegetative,29.3,75.6,14.5,3.3,373.8,60.8,25.4,5.7,OFF,ORGANIC,LOW,90,134,Northeast India
Odisha,Bhubaneswar,2024-09-29 14:00:00,Sugarcane,Harvest,28.0,62.3,6.9,4.0,517.4,75.9,26.8,6.9,ON,NPK,MEDIUM,77,129,East India
Uttarakhand,Dehradun,2024-07-10 08:00:00,Maize,Harvest,30.6,78.0,7.4,5.7,445.2,62.8,28.9,6.7,OFF,MOP,HIGH,53,142,North India
Madhya Pradesh,Ujjain,2023-09-09 03:00:00,Wheat,Harvest,20.9,51.0,2.6,2.1,308.1,51.3,17.7,6.5,ON,ORGANIC,MEDIUM,64,123,Central India
Odisha,Cuttack,2023-05-19 17:00:00,Maize,Germination,24.4,64.3,4.5,5.9,744.8,63.2,22.7,7.1,ON,NPK,LOW,69,136,East India
Mizoram,Champhai,2023-07-14 09:00:00,Maize,Harvest,26.6,70.1,2.7,0.6,530.8,57.8,25.6,6.1,OFF,NONE,HIGH,57,168,Northeast India
Himachal Pradesh,Solan,2024-03-04 03:00:00,Maize,Harvest,29.5,64.3,4.8,1.4,477.5,53.2,26.1,5.8,OFF,MOP,MEDIUM,63,104,North India
Maharashtra,Solapur,2023-11-17 15:00:00,Soybean,Seedling,30.5,59.6,4.9,3.9,737.1,59.6,28.3,6.0,ON,NONE,MEDIUM,72,132,West India
West Bengal,Kolkata,2023-09-07 19:00:00,Tea,Germination,27.4,83.2,5.4,3.7,708.9,62.0,25.5,5.1,ON,UREA,HIGH,69,92,East India
Uttar Pradesh,Lucknow,2024-02-01 15:00:00,Maize,Fruiting,25.0,72.6,1.7,5.6,562.0,57.4,21.8,7.0,ON,UREA,MEDIUM,62,111,North India
Madhya Pradesh,Jabalpur,2024-09-16 04:00:00,Cotton,Germination,27.2,64.2,3.0,3.4,358.1,45.9,25.5,6.8,OFF,UREA,LOW,65,160,Central India
Telangana,Karimnagar,2024-09-03 10:00:00,Cotton,Harvest,34.7,66.2,3.7,0.5,222.8,45.6,30.8,8.0,OFF,DAP,LOW,75,122,South India
Telangana,Karimnagar,2024-10-07 05:00:00,Chilli,Harvest,27.6,66.5,7.0,1.7,753.3,56.6,24.4,6.3,OFF,DAP,HIGH,68,179,South India
Madhya Pradesh,Bhopal,2023-10-13 16:00:00,Cotton,Fruiting,24.6,45.3,0,4.2,394.1,37.2,20.9,7.7,OFF,NONE,LOW,70,174,Central India
Andhra Pradesh,Vijayawada,2023-06-05 00:00:00,Tobacco,Seedling,31.6,62.7,2.8,2.8,351.9,59.1,29.0,5.8,OFF,SSP,HIGH,62,155,South India
Manipur,Churachandpur,2023-08-03 10:00:00,Rice,Seedling,34.3,82.6,9.7,0.9,719.8,65.1,30.6,5.8,OFF,DAP,LOW,85,141,Northeast India
Tamil Nadu,Madurai,2023-02-08 15:00:00,Turmeric,Vegetative,27.1,67.6,7.0,1.3,642.2,53.1,25.6,6.8,OFF,DAP,LOW,65,111,South India
Arunachal Pradesh,Naharlagun,2024-03-28 19:00:00,Orange,Germination,27.1,73.5,5.2,4.2,301.3,47.4,24.8,5.7,ON,ORGANIC,HIGH,64,121,Northeast India
Tamil Nadu,Thanjavur,2023-12-06 04:00:00,Banana,Harvest,25.6,84.2,7.9,1.3,783.2,56.8,22.1,6.3,ON,SSP,MEDIUM,64,90,South India
Maharashtra,Solapur,2023-12-23 18:00:00,Sugarcane,Vegetative,29.5,76.5,4.4,1.7,455.8,55.8,27.4,6.4,OFF,UREA,MEDIUM,62,91,West India
Arunachal Pradesh,Pasighat,2023-01-29 23:00:00,Maize,Flowering,26.4,65.2,8.3,1.9,723.1,42.2,25.2,5.9,OFF,NPK,MEDIUM,65,161,Northeast India
Karnataka,Mysuru,2024-09-07 01:00:00,Coffee,Vegetative,18.0,72.4,5.8,1.2,264.0,64.8,16.1,6.5,OFF,MOP,MEDIUM,75,138,South India
Madhya Pradesh,Jabalpur,2023-03-07 12:00:00,Wheat,Vegetative,16.6,71.1,2.7,4.2,564.0,35.3,14.9,7.2,OFF,SSP,MEDIUM,83,99,Central India
Jharkhand,Bokaro,2024-01-14 08:00:00,Maize,Flowering,23.2,60.0,7.9,5.2,334.1,62.3,21.0,6.8,ON,MOP,HIGH,52,146,East India
Punjab,Amritsar,2023-02-17 03:00:00,Cotton,Harvest,31.8,45.0,2.0,4.7,703.2,45.9,29.8,6.7,ON,DAP,LOW,75,96,North India
Andhra Pradesh,Vijayawada,2024-08-25 18:00:00,Groundnut,Flowering,28.9,61.1,3.0,1.3,711.7,39.0,27.8,6.1,ON,SSP,LOW,63,137,South India
Andhra Pradesh,Kurnool,2024-01-24 02:00:00,Rice,Germination,31.1,91.6,6.3,3.7,791.1,76.6,28.9,6.6,OFF,NPK,MEDIUM,63,121,South India
Rajasthan,Ajmer,2023-10-24 11:00:00,Cotton,Maturity,37.1,37.5,4.7,5.4,733.8,29.9,34.6,6.5,OFF,MOP,LOW,88,145,North India
Uttarakhand,Nainital,2024-04-03 07:00:00,Apple,Germination,5.9,61.4,4.1,2.6,256.9,52.2,4.5,6.0,OFF,NONE,LOW,67,123,North India
Gujarat,Junagadh,2023-04-15 06:00:00,Bajra,Seedling,27.3,49.2,3.2,1.7,375.1,43.7,25.0,6.6,OFF,NONE,LOW,68,168,West India
Rajasthan,Bikaner,2023-12-01 06:00:00,Chickpea,Flowering,24.2,38.3,1.0,0.6,334.9,29.6,21.4,6.9,OFF,MOP,LOW,71,122,North India
Chhattisgarh,Bilaspur,2024-08-07 12:00:00,Rice,Maturity,28.4,88.7,13.6,4.7,615.0,81.2,24.8,7.0,ON,MOP,MEDIUM,62,117,Central India
Telangana,Karimnagar,2024-03-28 17:00:00,Rice,Harvest,24.4,89.5,12.7,4.6,799.4,77.8,22.1,5.9,ON,ORGANIC,LOW,74,130,South India
Gujarat,Anand,2024-02-15 18:00:00,Cotton,Fruiting,31.0,54.6,1.6,2.2,773.0,44.6,29.0,5.8,OFF,NPK,LOW,89,159,West India
Bihar,Gaya,2024-01-25 17:00:00,Rice,Flowering,29.2,74.4,7.3,0.7,576.1,82.3,26.3,6.0,OFF,SSP,HIGH,61,169,East India
Kerala,Thiruvananthapuram,2023-04-11 22:00:00,Rubber,Vegetative,23.1,86.9,9.1,5.4,314.5,72.4,19.1,5.8,OFF,NONE,HIGH,59,152,South India
Kerala,Kochi,2023-05-25 14:00:00,Rubber,Flowering,27.9,87.0,9.2,3.4,633.1,71.8,24.0,5.9,ON,MOP,HIGH,73,107,South India
Maharashtra,Kolhapur,2024-06-09 20:00:00,Rice,Seedling,29.1,75.2,6.8,3.6,770.9,58.4,26.1,5.9,OFF,SSP,LOW,90,163,West India
Rajasthan,Kota,2023-07-12 15:00:00,Bajra,Flowering,31.1,48.0,1.8,0.5,606.3,43.9,28.8,7.6,ON,ORGANIC,MEDIUM,74,148,North India
Odisha,Sambalpur,2023-06-01 05:00:00,Sugarcane,Fruiting,33.8,61.4,6.8,2.3,720.5,67.5,30.2,6.4,ON,MOP,HIGH,48,144,East India
Maharashtra,Aurangabad,2023-04-11 19:00:00,Wheat,Fruiting,15.7,60.5,0.7,5.5,735.3,56.6,12.6,6.6,OFF,DAP,MEDIUM,92,152,West India
Andhra Pradesh,Guntur,2023-12-08 07:00:00,Rice,Harvest,34.1,88.8,9.0,1.9,664.6,71.9,31.3,6.4,OFF,ORGANIC,LOW,68,174,South India
West Bengal,Kolkata,2023-07-25 05:00:00,Tea,Fruiting,30.4,71.5,12.2,2.1,487.9,54.6,29.2,4.7,ON,DAP,HIGH,69,170,East India
Uttarakhand,Dehradun,2024-08-12 13:00:00,Soybean,Flowering,19.5,76.3,5.3,6.0,698.8,51.9,16.5,6.9,ON,SSP,HIGH,59,95,North India
Gujarat,Rajkot,2023-04-08 20:00:00,Castor,Germination,34.0,61.5,4.3,6.4,558.7,33.2,32.2,7.0,OFF,UREA,HIGH,47,114,West India
Haryana,Rohtak,2023-04-21 00:00:00,Rice,Fruiting,34.4,74.0,12.4,6.0,706.8,78.2,30.9,5.9,OFF,MOP,MEDIUM,85,100,North India
Tamil Nadu,Thanjavur,2024-08-14 05:00:00,Cotton,Maturity,25.3,61.6,4.6,4.5,447.1,50.5,23.8,7.2,ON,ORGANIC,HIGH,54,102,South India
Madhya Pradesh,Indore,2024-01-25 05:00:00,Cotton,Maturity,33.6,54.4,1.8,2.4,456.1,35.9,31.6,6.8,ON,ORGANIC,LOW,91,138,Central India
Rajasthan,Udaipur,2024-01-21 15:00:00,Wheat,Harvest,17.3,51.1,6.5,6.1,713.2,46.6,14.6,7.0,OFF,NPK,HIGH,78,130,North India
Nagaland,Kohima,2023-04-28 10:00:00,Maize,Vegetative,26.2,82.6,2.6,1.2,426.3,60.6,23.1,6.2,OFF,ORGANIC,HIGH,51,148,Northeast India
Uttarakhand,Roorkee,2023-11-05 11:00:00,Potato,Seedling,17.8,72.1,5.2,3.9,257.0,64.2,16.1,5.8,ON,NONE,LOW,75,131,North India
Uttarakhand,Nainital,2024-07-29 16:00:00,Soybean,Maturity,27.8,62.3,3.7,2.0,285.6,56.6,25.2,6.3,ON,NPK,MEDIUM,59,125,North India
Andhra Pradesh,Vijayawada,2023-12-27 14:00:00,Chilli,Fruiting,30.6,71.8,6.1,2.3,679.0,48.9,29.1,6.5,OFF,MOP,LOW,85,139,South India
Tripura,Udaipur,2023-01-26 16:00:00,Rubber,Flowering,29.0,83.7,9.5,5.6,510.0,64.6,26.6,6.3,OFF,UREA,MEDIUM,92,128,Northeast India
Rajasthan,Kota,2023-02-05 03:00:00,Groundnut,Maturity,29.6,57.6,1.9,1.8,301.1,41.1,27.4,6.5,OFF,NONE,LOW,84,148,North India
Andhra Pradesh,Nellore,2023-05-02 19:00:00,Tobacco,Fruiting,26.1,56.3,3.8,1.4,245.1,36.4,24.2,5.6,ON,ORGANIC,LOW,69,152,South India
Gujarat,Vadodara,2023-05-26 07:00:00,Castor,Fruiting,27.6,56.7,2.2,2.0,641.6,33.9,25.0,6.0,OFF,MOP,HIGH,41,139,West India
Assam,Silchar,2023-06-28 13:00:00,Mustard,Fruiting,14.3,64.3,3.8,5.5,788.0,42.6,13.1,7.0,ON,NPK,MEDIUM,90,100,Northeast India
Maharashtra,Nashik,2023-08-13 03:00:00,Sugarcane,Fruiting,36.7,68.1,9.4,6.1,625.2,73.2,33.6,7.0,ON,DAP,HIGH,46,126,West India
Kerala,Thrissur,2024-04-06 07:00:00,Coconut,Seedling,29.5,74.3,6.4,4.4,444.2,66.9,27.7,6.5,OFF,DAP,LOW,75,117,South India
Odisha,Bhubaneswar,2023-09-18 18:00:00,Maize,Vegetative,22.0,71.6,8.4,2.1,616.6,50.1,18.5,6.3,OFF,UREA,LOW,74,145,East India
Haryana,Hisar,2024-11-30 17:00:00,Mustard,Harvest,25.6,47.7,5.3,2.7,633.4,30.4,24.4,6.6,OFF,UREA,HIGH,63,126,North India
Uttarakhand,Roorkee,2024-04-25 20:00:00,Wheat,Germination,21.0,68.8,6.0,3.1,395.5,45.0,17.3,7.3,OFF,NONE,LOW,76,130,North India
Punjab,Ludhiana,2023-01-07 06:00:00,Rice,Germination,33.8,96.5,14.4,4.0,770.3,66.9,30.7,5.8,OFF,NONE,MEDIUM,62,130,North India
Maharashtra,Kolhapur,2023-09-29 12:00:00,Wheat,Flowering,24.1,55.7,1.7,3.4,403.3,60.2,20.7,7.4,OFF,NPK,LOW,79,176,West India
Bihar,Muzaffarpur,2024-08-18 20:00:00,Rice,Seedling,32.6,75.5,14.6,3.7,276.5,54.8,30.6,6.1,ON,UREA,HIGH,54,113,East India
Karnataka,Mangaluru,2024-11-01 04:00:00,Maize,Vegetative,27.2,53.4,2.3,4.2,707.7,58.2,23.3,6.3,ON,ORGANIC,LOW,92,176,South India
Madhya Pradesh,Gwalior,2023-10-01 18:00:00,Cotton,Harvest,36.7,44.7,2.2,1.7,641.5,50.2,35.1,7.6,ON,SSP,LOW,82,153,Central India
Tamil Nadu,Tiruchirappalli,2023-07-10 08:00:00,Banana,Fruiting,27.1,83.0,7.5,5.6,246.5,68.0,24.2,6.2,OFF,NONE,HIGH,49,123,South India
Karnataka,Mangaluru,2023-09-18 09:00:00,Coffee,Harvest,20.5,69.4,7.6,4.4,317.2,71.1,17.1,6.6,ON,MOP,MEDIUM,67,125,South India
Tamil Nadu,Salem,2024-03-02 08:00:00,Groundnut,Maturity,26.3,56.1,2.8,4.6,270.2,42.8,22.3,6.9,ON,UREA,HIGH,56,115,South India
Haryana,Hisar,2024-06-19 21:00:00,Mustard,Seedling,19.4,58.9,4.7,2.6,718.0,28.8,17.3,7.0,OFF,NPK,MEDIUM,72,113,North India
Sikkim,Gangtok,2024-05-07 14:00:00,Rice,Germination,33.8,86.6,11.0,6.5,338.7,84.1,32.4,6.9,OFF,MOP,LOW,79,140,Northeast India
Tamil Nadu,Thanjavur,2024-07-09 12:00:00,Sugarcane,Harvest,33.9,74.5,11.5,0.8,590.9,58.3,31.1,6.9,ON,NONE,HIGH,60,120,South India
Odisha,Rourkela,2024-09-15 10:00:00,Groundnut,Harvest,29.4,61.5,4.5,0.9,375.4,54.7,25.6,5.6,ON,MOP,MEDIUM,74,153,East India
Arunachal Pradesh,Pasighat,2024-10-28 02:00:00,Ginger,Germination,26.7,68.3,7.1,4.6,340.8,51.3,25.2,6.1,ON,UREA,LOW,88,154,Northeast India
Assam,Silchar,2024-12-01 16:00:00,Rice,Harvest,23.9,80.8,7.8,3.9,492.9,70.5,21.8,6.6,ON,MOP,LOW,67,157,Northeast India
Madhya Pradesh,Bhopal,2024-02-15 22:00:00,Soybean,Harvest,23.2,75.9,6.8,4.5,738.3,59.5,22.0,6.2,ON,UREA,LOW,91,174,Central India
Tripura,Dharmanagar,2024-07-01 10:00:00,Pineapple,Harvest,31.2,89.3,7.6,3.3,602.1,53.2,29.8,5.6,OFF,SSP,HIGH,64,160,Northeast India
Punjab,Jalandhar,2024-07-05 11:00:00,Rice,Flowering,29.6,69.1,10.3,3.7,272.5,55.0,28.3,6.1,OFF,MOP,MEDIUM,81,104,North India
Sikkim,Namchi,2023-03-31 17:00:00,Ginger,Harvest,24.1,76.0,9.7,4.3,596.9,67.9,20.3,6.0,ON,ORGANIC,MEDIUM,66,131,Northeast India
Uttar Pradesh,Agra,2023-03-17 14:00:00,Sugarcane,Vegetative,32.2,75.1,3.7,3.3,236.0,72.8,29.2,6.9,ON,NONE,MEDIUM,64,132,North India
Punjab,Bathinda,2024-01-18 10:00:00,Wheat,Fruiting,18.4,43.0,1.5,3.1,500.0,43.6,14.8,6.2,OFF,MOP,MEDIUM,93,174,North India
Karnataka,Belagavi,2024-10-30 06:00:00,Coffee,Flowering,18.4,81.4,3.3,3.8,772.6,52.3,15.4,5.6,OFF,UREA,LOW,72,127,South India
Karnataka,Mysuru,2023-02-02 18:00:00,Ragi,Harvest,27.6,52.0,3.7,4.0,487.5,34.9,26.0,6.9,OFF,MOP,HIGH,55,146,South India
West Bengal,Kolkata,2024-07-19 16:00:00,Tea,Maturity,22.9,62.9,15.6,5.2,561.3,59.9,18.9,5.0,OFF,UREA,LOW,90,126,East India
Andhra Pradesh,Visakhapatnam,2024-09-09 04:00:00,Cotton,Flowering,26.7,41.5,3.3,2.8,361.1,47.7,24.6,6.5,OFF,UREA,LOW,92,133,South India
Odisha,Sambalpur,2023-07-19 18:00:00,Sugarcane,Flowering,26.8,62.9,5.0,1.8,710.4,67.8,24.5,7.0,ON,ORGANIC,MEDIUM,69,107,East India
Maharashtra,Kolhapur,2024-08-13 09:00:00,Soybean,Seedling,27.2,76.5,4.5,5.5,605.9,49.0,24.0,6.7,OFF,NPK,LOW,68,140,West India
Bihar,Darbhanga,2024-02-28 00:00:00,Rice,Harvest,25.6,86.7,6.8,3.3,363.4,64.4,23.4,6.8,ON,DAP,HIGH,57,101,East India
Meghalaya,Tura,2023-05-25 20:00:00,Potato,Maturity,20.5,74.6,2.8,0.6,207.7,57.1,18.7,6.0,ON,UREA,HIGH,53,137,Northeast India
Tamil Nadu,Madurai,2024-03-08 16:00:00,Turmeric,Harvest,29.3,74.3,7.4,2.7,538.7,66.0,27.7,5.4,ON,ORGANIC,LOW,77,173,South India
Bihar,Muzaffarpur,2024-08-01 00:00:00,Wheat,Germination,21.7,41.5,3.1,3.8,237.4,51.4,19.7,6.7,ON,NONE,LOW,82,105,East India
Telangana,Hyderabad,2023-07-04 03:00:00,Cotton,Flowering,24.4,52.3,3.8,1.0,794.7,48.9,20.6,7.0,ON,UREA,LOW,83,171,South India
Rajasthan,Jodhpur,2024-03-06 23:00:00,Chickpea,Maturity,22.3,34.3,2.9,4.0,669.4,35.6,20.6,7.1,ON,NONE,MEDIUM,55,127,North India
Rajasthan,Bikaner,2023-05-14 05:00:00,Groundnut,Flowering,28.9,49.1,2.2,5.7,755.4,54.5,27.9,6.1,ON,NPK,MEDIUM,58,95,North India
Madhya Pradesh,Ujjain,2024-08-11 17:00:00,Cotton,Maturity,35.4,50.2,4.2,0.8,217.6,45.8,31.7,7.1,OFF,UREA,HIGH,68,109,Central India
Goa,Vasco da Gama,2023-02-20 19:00:00,Cashew,Vegetative,29.4,61.2,0.6,2.1,379.9,42.4,25.5,5.2,ON,MOP,HIGH,56,129,West India
Telangana,Warangal,2023-02-09 18:00:00,Soybean,Germination,23.6,58.5,5.7,3.0,528.3,60.6,20.0,5.9,OFF,SSP,LOW,87,96,South India
Mizoram,Aizawl,2023-12-11 23:00:00,Banana,Maturity,31.3,77.3,9.5,2.7,421.2,72.8,30.0,6.8,ON,MOP,LOW,86,125,Northeast India
Tamil Nadu,Salem,2024-09-04 20:00:00,Turmeric,Seedling,25.6,81.6,5.9,2.3,328.4,54.9,22.8,6.8,OFF,ORGANIC,HIGH,62,123,South India
Gujarat,Vadodara,2024-11-01 15:00:00,Wheat,Maturity,14.7,52.5,3.8,6.3,251.1,49.5,11.2,6.3,ON,UREA,MEDIUM,80,96,West India
Telangana,Khammam,2023-11-16 23:00:00,Soybean,Fruiting,18.1,71.9,5.0,1.2,394.7,41.0,16.9,6.4,OFF,SSP,MEDIUM,68,150,South India
Andhra Pradesh,Nellore,2023-12-13 07:00:00,Chilli,Vegetative,25.4,68.9,4.8,2.9,756.3,41.8,23.0,5.7,OFF,MOP,LOW,87,91,South India
Madhya Pradesh,Ujjain,2024-03-04 22:00:00,Maize,Germination,19.2,77.2,1.5,4.9,616.2,60.2,17.4,7.2,OFF,NONE,LOW,88,143,Central India
Telangana,Warangal,2023-12-14 16:00:00,Soybean,Harvest,29.3,58.7,6.4,6.2,448.1,46.3,27.4,6.9,ON,NPK,LOW,75,149,South India
Odisha,Bhubaneswar,2024-04-11 05:00:00,Groundnut,Germination,35.9,43.7,1.3,5.4,670.4,49.4,34.4,6.2,ON,MOP,HIGH,69,166,East India
Sikkim,Gangtok,2023-05-29 07:00:00,Ginger,Harvest,23.1,78.8,7.1,6.1,410.8,46.8,20.7,5.6,ON,MOP,HIGH,52,145,Northeast India
Karnataka,Mangaluru,2024-03-23 21:00:00,Ragi,Germination,21.8,44.1,2.0,5.6,318.6,48.1,18.3,5.8,ON,ORGANIC,HIGH,59,160,South India
Mizoram,Aizawl,2024-06-08 22:00:00,Rice,Maturity,26.3,63.6,8.5,2.1,638.2,64.0,25.0,6.2,OFF,NONE,HIGH,60,139,Northeast India
Bihar,Patna,2024-04-04 01:00:00,Maize,Seedling,21.9,78.9,5.3,0.5,671.6,54.3,18.8,5.8,ON,MOP,HIGH,72,109,East India
Andhra Pradesh,Vijayawada,2023-06-12 06:00:00,Cotton,Harvest,22.7,64.5,1.0,4.7,683.6,32.2,20.0,6.3,OFF,UREA,HIGH,61,169,South India
Karnataka,Mangaluru,2024-01-03 22:00:00,Coffee,Vegetative,21.1,72.9,9.6,3.8,536.8,66.2,18.1,5.8,ON,ORGANIC,HIGH,68,94,South India
Haryana,Hisar,2023-01-25 01:00:00,Rice,Seedling,30.4,94.8,6.9,3.9,594.2,64.3,27.5,5.8,ON,MOP,HIGH,48,116,North India
Gujarat,Anand,2024-02-27 11:00:00,Tobacco,Vegetative,29.1,74.3,1.5,5.6,345.0,34.1,26.6,6.4,ON,NPK,LOW,78,125,West India
Haryana,Karnal,2023-03-22 21:00:00,Sugarcane,Maturity,28.0,65.1,7.8,4.9,476.8,64.5,24.5,6.4,OFF,UREA,MEDIUM,77,152,North India
Haryana,Hisar,2023-06-10 10:00:00,Rice,Vegetative,24.8,72.4,14.6,1.6,773.2,71.9,22.6,5.8,OFF,ORGANIC,LOW,80,149,North India
Sikkim,Gangtok,2024-05-04 00:00:00,Orange,Seedling,29.6,69.7,7.0,4.7,413.2,62.4,26.4,6.5,ON,UREA,LOW,74,135,Northeast India
Jharkhand,Jamshedpur,2023-07-22 14:00:00,Mustard,Seedling,19.7,43.1,5.4,2.8,516.2,50.0,17.9,6.4,OFF,ORGANIC,MEDIUM,66,110,East India
Haryana,Hisar,2023-10-07 03:00:00,Rice,Fruiting,26.4,89.4,4.0,2.0,449.8,75.2,23.1,6.3,ON,NONE,HIGH,50,164,North India
Telangana,Karimnagar,2024-11-08 22:00:00,Cotton,Seedling,33.2,66.0,4.7,6.3,308.6,40.3,31.6,6.5,ON,ORGANIC,MEDIUM,71,174,South India
Gujarat,Rajkot,2024-01-27 20:00:00,Bajra,Fruiting,31.0,59.2,4.3,1.2,422.0,42.4,28.4,6.8,ON,ORGANIC,LOW,90,142,West India
Madhya Pradesh,Gwalior,2023-04-19 11:00:00,Soybean,Seedling,30.8,70.4,4.8,5.4,789.1,57.0,27.6,6.4,OFF,DAP,HIGH,49,149,Central India
Punjab,Ludhiana,2024-09-08 00:00:00,Cotton,Seedling,24.8,43.9,0.8,0.6,447.9,55.7,23.6,6.5,OFF,DAP,MEDIUM,73,104,North India
Punjab,Ludhiana,2023-05-26 10:00:00,Rice,Flowering,32.1,96.7,14.7,5.0,713.9,54.1,28.6,5.7,OFF,NONE,HIGH,66,104,North India
Tamil Nadu,Coimbatore,2024-04-19 22:00:00,Groundnut,Fruiting,30.9,58.4,4.5,3.4,272.1,42.2,29.3,6.0,OFF,UREA,HIGH,67,95,South India
Bihar,Gaya,2023-05-03 07:00:00,Lentil,Vegetative,24.7,65.6,4.2,4.5,249.8,54.4,22.4,6.4,OFF,NPK,LOW,70,94,East India
Mizoram,Champhai,2024-01-05 10:00:00,Banana,Maturity,32.7,74.1,8.6,1.3,398.5,66.3,29.3,6.9,ON,ORGANIC,MEDIUM,73,142,Northeast India
Madhya Pradesh,Ujjain,2024-08-07 10:00:00,Soybean,Harvest,20.9,65.2,4.6,1.6,242.9,50.4,19.6,6.7,ON,NONE,MEDIUM,70,104,Central India
Karnataka,Belagavi,2023-06-17 04:00:00,Ragi,Seedling,24.1,61.7,2.0,5.3,770.0,46.9,21.5,6.2,OFF,MOP,MEDIUM,78,136,South India
Assam,Guwahati,2023-07-17 11:00:00,Jute,Flowering,34.2,77.8,12.7,2.7,251.3,65.5,30.6,6.7,OFF,SSP,HIGH,68,110,Northeast India
Uttar Pradesh,Gorakhpur,2023-11-14 01:00:00,Sugarcane,Seedling,33.2,60.1,8.5,3.8,580.7,68.5,31.7,7.5,ON,UREA,HIGH,70,179,North India
Gujarat,Ahmedabad,2024-11-28 19:00:00,Wheat,Fruiting,17.2,60.5,3.3,5.7,763.2,48.9,14.3,6.1,OFF,NONE,HIGH,71,121,West India
Madhya Pradesh,Gwalior,2023-07-25 20:00:00,Maize,Vegetative,28.5,75.9,3.4,4.8,304.0,48.6,27.2,6.0,ON,NPK,MEDIUM,69,167,Central India
Rajasthan,Ajmer,2024-10-12 15:00:00,Mustard,Vegetative,22.3,51.9,3.8,1.6,524.5,54.4,19.6,6.5,OFF,DAP,MEDIUM,61,149,North India
Haryana,Rohtak,2023-06-04 15:00:00,Cotton,Vegetative,40.2,59.8,2.9,1.6,380.7,41.1,37.7,7.6,ON,NONE,MEDIUM,80,98,North India
